,unigram_entropy,bigram_entropy,trigram_entropy,pattern_hvg_4_nodes_entropy,pattern_hvg_5_node_entropy,"(1,)","(2,)","(3,)","(6,)","(4,)","(1, 1)","(1, 2)","(2, 1)","(2, 3)","(3, 1)","(2, 6)","(6, 1)","(2, 2)","(6, 2)","(1, 4)","(4, 1)","(3, 2)","(1, 6)","(4, 4)","(4, 2)","(6, 3)","(3, 3)","(2, 4)","(1, 3)","(3, 4)","(1, 1, 1)","(1, 1, 2)","(1, 2, 1)","(2, 1, 2)","(2, 1, 1)","(1, 2, 3)","(2, 3, 1)","(1, 2, 6)","(2, 6, 1)","(6, 1, 1)","(1, 2, 2)","(2, 2, 2)","(2, 2, 1)","(3, 1, 1)","(2, 6, 2)","(6, 2, 1)","(1, 1, 4)","(1, 4, 1)","(4, 1, 1)","(2, 2, 6)","(6, 1, 2)","(2, 3, 2)","(3, 2, 3)","(3, 1, 2)","(6, 1, 6)","(1, 6, 2)","(1, 4, 4)","(4, 4, 1)","(2, 1, 6)","(6, 2, 3)","(1, 4, 2)","(4, 2, 1)","(2, 1, 4)","(2, 2, 3)","(3, 2, 2)","(1, 1, 6)","(4, 1, 4)","(4, 1, 2)","(2, 6, 3)","(6, 3, 1)","(3, 2, 1)","(6, 2, 2)","(2, 3, 3)","(3, 3, 3)","(3, 3, 2)","(3, 1, 4)","(6, 3, 3)","(3, 3, 1)","(6, 3, 2)","(1, 2, 4)","(2, 4, 1)","(4, 4, 4)","(2, 2, 4)","(1, 6, 1)","(1, 1, 3)","(1, 3, 3)","(6, 2, 6)","(2, 1, 3)","(1, 3, 2)","(3, 1, 3)","(1, 3, 1)","(3, 1, 6)","(4, 4, 2)","(4, 2, 3)","(2, 3, 4)","(3, 4, 1)","(3, 4, 4)",C4,D4,A4,E4,F4,B4,N5,B5,V5,G5,A5,E5,T5,Q5,O5,S5,L5,P5,R5,U5,I5,C5,D5,K5,H5,J5,M5,conversion_class
5397,0.6517565611726531,1.0733942812811266,1.236684869140504,0.5004024235381879,0.9502705392332348,0.6428571428571429,0.3571428571428571,0.0,0.0,0.0,0.2307692307692307,0.3846153846153846,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5421,0.5195798391305154,0.6870920273799715,0.8369882167858358,1.0986122886681096,1.5607104090414063,0.2142857142857142,0.7857142857142857,0.0,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4870,0.410116318288409,0.8305178252872478,1.242453324894,0.6931471805599453,1.0114042647073516,0.8571428571428571,0.1428571428571428,0.0,0.0,0.0,0.6923076923076923,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2357,0.6517565611726531,1.1972375015579315,1.589026915173973,1.0114042647073516,1.329661348854758,0.3571428571428571,0.6428571428571429,0.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.5,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1062,0.5982695885852573,1.0928305535284886,1.5171063970610277,1.3296613488547582,1.5607104090414063,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.3846153846153846,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0833333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179,0.2573186405438316,0.5359610497090694,0.8369882167858358,1.3862943611198906,1.3862943611198906,0.9285714285714286,0.0714285714285714,0.0,0.0,0.0,0.8461538461538461,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4439,0.5195798391305154,0.6870920273799715,0.8369882167858358,0.6365141682948128,1.0986122886681096,0.2142857142857142,0.7857142857142857,0.0,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3543,0.5982695885852573,1.0928305535284886,1.5607104090414063,0.6931471805599453,0.6931471805599453,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.3846153846153846,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
815,0.509137344082687,0.7937300551584247,1.0986122886681098,1.0986122886681096,1.0986122886681096,0.8571428571428571,0.0714285714285714,0.0714285714285714,0.0,0.0,0.7692307692307693,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2672,0.6931471805599453,1.3061066090853948,1.7481554572476763,0.6365141682948128,1.0986122886681096,0.5,0.5,0.0,0.0,0.0,0.3846153846153846,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
